target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
Y76B12C.6a,1521,0.0043490997446678295,0.0604556317564181,3.5365364213837402,1.24016573834325,3.9186660948395198,4.78632621394835,1.06584610314796,1.24117048469272,0.10685343570036801,1.24117048469272,WBGene00022300,Y76B12C.6
R07B5.9j.2,1154,0.0019044377024286,0.0348921372118266,3.5439132357636,1.1414510260880801,4.785957966960581,3.6817823903667004,1.15974256737891,0.794623100057402,0.0596175662866939,0.794623100057402,WBGene00045419,lsy-12
T21E8.1b.1,1967,0.00903854237158696,0.0971539915416691,3.55240486514315,1.36076555272879,2.41349625379133,5.122553516498059,2.43939527633866,0.322505211260554,0.33812905790127,0.33812905790127,WBGene00004000,pgp-6
ZK783.1g,1764,0.00671724496660528,0.0805117405492831,3.74898479957298,1.38311035802017,2.47423816777497,5.52934536550761,2.28112826181495,0.588363131879066,0.32202075289129806,0.588363131879066,WBGene00022816,fbn-1
F59C12.2a,648,0.00030050805862005,0.0098050029064872,3.91583169121737,1.08325907663211,1.5122602854199698,3.9874091780794303,1.05763702918929,0.0167034878260353,0.7025383114695041,0.7025383114695041,WBGene00004776,ser-1
T16G12.9c,1137,0.00183011320012936,0.0340317356115524,4.06244722032828,1.30352846567153,1.2175189851036698,3.31241546587178,1.65704158334587,-0.344280443764537,0.891738107878076,0.891738107878076,WBGene00011810,T16G12.9
R02F2.1b.2,452,7.13386331773964e-05,0.00333206710021469,4.09997606327637,1.03227763606676,3.3982213412705,7.56359713228315,1.4430032140978999,-0.455957908255802,0.15539246278747,0.15539246278747,WBGene00019831,R02F2.1
F54B11.3b,562,0.000162877602261112,0.00610624677064687,4.100282662027681,1.08744482097142,2.59206119552143,4.33947857157161,1.4807811867060399,-0.9596798548372639,0.293023171280305,0.293023171280305,WBGene00006816,unc-84
F27E11.3b,461,7.779301693406371e-05,0.0035524357603389,4.20572412533741,1.06444403036528,1.85931011958302,4.64512949443346,1.1697102869534,0.199894363951904,0.529851353717008,0.529851353717008,WBGene00000478,cfz-2
B0218.1a.3,1707,0.005992113411982129,0.0741752071835703,4.341862385218181,1.5798858945315502,2.11269746461668,5.80661061178298,3.31282817125587,-2.06498984679584,0.43123098835378604,0.43123098835378604,WBGene00015047,faah-1
F54D11.2.1,743,0.00045105678540939103,0.0128353884440252,4.38432954680398,1.2497181000948898,2.41286016251837,7.218978740163701,2.0043908550036202,-0.0833393838918353,0.33830213955355803,0.33830213955355803,WBGene00018812,sumv-2
F29C4.8c,688,0.00036795991498298196,0.0113187017133123,4.43060071123375,1.2438319267670301,2.2485350981632797,4.645862000629309,1.93440198682745,-0.8018131064944971,0.386274806240025,0.386274806240025,WBGene00000674,col-99
T16A9.4b.1,1392,0.0034152045780790003,0.0518733264327042,4.52207323968654,1.5446019206210901,2.11673656439788,4.853762758730019,3.1488729093426095,-0.769174617570381,0.42981973043692207,0.42981973043692207,WBGene00011794,nep-21
F45E10.1a,697,0.000383122427966271,0.0116217467639754,4.53704758583624,1.27752166014967,3.1374962478257102,7.027950153378461,1.87811209016541,0.5699802980619599,0.19029750019134198,0.5699802980619599,WBGene00006788,unc-53
C01G6.8a,1054,0.0014356736013858699,0.0287719876342195,4.61428478044453,1.44767265345748,4.465584343199651,6.00811678886101,0.528868880088859,2.61476528726408,0.0732397949884174,2.61476528726408,WBGene00000289,cam-1
M01A10.2d,713,0.000405801947917631,0.0120390849364669,4.61599098013309,1.30532337622396,2.35352951857572,5.655552821858819,1.9965592850328502,0.559244389742208,0.354861059583678,0.559244389742208,WBGene00006594,tom-1
T16H12.11.2,502,0.000115223069728324,0.00485291108220311,4.685920983590361,1.21520545017175,2.4979452030124905,5.699820136750259,1.8914838685025803,0.323602560688096,0.31595365022198496,0.323602560688096,WBGene00011819,hal-2
H06O01.1.3,1805,0.007180862678106879,0.0841135621070437,4.76804839161896,1.77360437506219,1.76388505493331,6.75240910961843,1.77152191791229,2.9469868009472995,0.57262010176935,2.9469868009472995,WBGene00003964,pdi-3
C47C12.3b,960,0.00103416769233015,0.0227764661655586,4.8138193617475,1.46715252674918,1.9348401865416798,5.563092950697429,2.1097562891095,1.11904851601027,0.49827979615043,1.11904851601027,WBGene00004335,ref-2
Y71F9B.5c.2,599,0.000215486111596226,0.007606418399007859,4.947622830755289,1.33714712798026,1.93346009970407,5.89975560503183,2.14204013000677,0.539903532792017,0.498839353611604,0.539903532792017,WBGene00003006,lin-17
T01D1.2g.2,524,0.000128216159368466,0.00517342415558677,5.12530337815668,1.33824821697671,1.57537784622998,5.96870363147325,2.0189151542071797,0.536461812596301,0.667447281154833,0.667447281154833,WBGene00001340,etr-1
F40F8.1.1,852,0.000710276490980351,0.0176146854686609,5.16993832237553,1.5270459525822901,2.07138446704249,6.228468258689059,3.0332726315498797,0.46453138039703296,0.445939996086193,0.46453138039703296,WBGene00009575,F40F8.1
F54E2.3i,449,7.02119994832053e-05,0.00330621894225704,5.1872067162506,1.3047718020560901,4.77919876344746,6.551663526082571,1.6536576465583601,0.899986536602703,0.0598674392830159,0.899986536602703,WBGene00004130,ketn-1
C44B12.2b.3,86,1.32537427340836e-08,3.2584172398457e-06,5.66446347184029,0.996780169683033,3.3977307545193898,12.114726451598301,0.98965474657888,0.5007013134311239,0.155450337884775,0.5007013134311239,WBGene00003893,ost-1
C06B8.8.5,1464,0.0038724863477341397,0.0559262150615731,6.62462460565845,2.2935541922818903,5.39646598703599,17.1590903443908,0.575817090363072,7.3147691590376605,0.0407982433200281,7.3147691590376605,WBGene00004452,rpl-38
