target_id,Unnamed: 0,pval,qval,b,se_b,mean,var,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
C31C9.7,825,0.00201316777483723,0.051556157328498,-0.9201512055001899,0.297949137992758,5.09365222959422,0.143582333483715,0.00727635805658561,0.0593039085663849,0.0493978863830309,0.0593039085663849,WBGene00007841,C31C9.7
F46F6.2a,32,1.57595469590069e-08,1.0412628167321302e-05,-0.896505492627981,0.158587012916034,6.997169434206031,0.0647072880358179,0.00581754181258915,0.00148358890431665,0.0130448386866337,0.0130448386866337,WBGene00009793,pkn-1
B0034.3a,400,0.00021484350956847099,0.0112715541508838,-0.884194599962504,0.238913961724667,6.3587727486583,0.105989452061874,0.00234216280063286,0.0404677480295988,0.0202341782698969,0.0404677480295988,WBGene00000403,casy-1
F25F2.2b,270,4.79242124743919e-05,0.00375282083091136,-0.874868727691251,0.21519200404574498,7.156847855955019,0.169525742747666,0.00142601313279157,0.0333046858211263,0.0117897624946211,0.0333046858211263,WBGene00000396,cdh-4
F44G4.8a,685,0.00123416703103116,0.0380668196628739,-0.8697945687054771,0.269214242152177,5.2437478140877305,0.18677065840741197,0.00934527756488269,0.0318605042510043,0.0450119535682954,0.0450119535682954,WBGene00009717,dep-1
Y57G11B.2a,773,0.00168869600082292,0.0461728195966501,-0.869387673872507,0.27686309150232,5.131473647996151,0.146670732396765,0.00922532074874028,0.0388217480784895,0.0482645578284261,0.0482645578284261,WBGene00013295,Y57G11B.2
T13H2.5b,75,2.85217684991352e-07,8.04047668502953e-05,-0.854553214789705,0.166483452266876,6.961555606070251,0.0976279612538139,0.00287322208286816,0.0179143328261547,0.0133575968110562,0.0179143328261547,WBGene00020496,spat-3
F01F1.15.2,968,0.00287567659807456,0.0627839165260374,-0.8506433885713109,0.28538144886249894,5.6167331442743595,0.0792174364703613,0.0260399328600756,0.0120425759290903,0.0350419956560688,0.0350419956560688,WBGene00017169,F01F1.15
K11C4.4,1006,0.00321205886237111,0.0674273429650133,-0.839198961255355,0.284794782919313,7.447474955283201,0.183470422833466,0.000670697249334484,0.0601603540342093,0.0101010327559379,0.0601603540342093,WBGene00003844,odc-1
C41H7.4,57,1.17740540905988e-07,4.3673478182023e-05,-0.8169123220091509,0.154222592219638,6.657836172343861,0.0658493040416588,0.0013622387275269,0.0030386072040853697,0.0164762172356818,0.0164762172356818,WBGene00016574,C41H7.4
K08A2.1.2,145,4.47683512695792e-06,0.000648313185542954,-0.8157747197550601,0.177809262016793,6.9695347020832505,0.0747488924348188,0.0104255967895497,0.0116195359585971,0.0132865034546678,0.0132865034546678,WBGene00019511,K08A2.1
Y71G12B.20b,498,0.00045153734671726504,0.0191703898024962,-0.815286159048317,0.232409570312145,5.588863622783849,0.0771032953537304,0.0047644583623346,0.0180961101545867,0.0357461979171722,0.0357461979171722,WBGene00003111,mab-20
C01B7.4,1004,0.0032146224144508104,0.0674273429650133,-0.810631271026639,0.275122943962498,5.2391337917758705,0.219095985469869,0.00620836467437336,0.0505611110465704,0.0451426932711705,0.0505611110465704,WBGene00006467,magu-2
W03F8.5b,805,0.00186558906891688,0.0490363930468875,-0.7996491501159291,0.257052865532194,5.29349454916216,0.124861961133187,0.00594084271629365,0.0172707275492716,0.0436162890424406,0.0436162890424406,WBGene00002247,lam-1
F52F12.6a,571,0.0006764308775122099,0.0250468967482323,-0.7921639042642759,0.23306080566659498,5.67601709866265,0.103613456020869,0.007165371657336671,0.0231308832778372,0.0335726326961351,0.0335726326961351,WBGene00009939,ztf-11
F16H11.5,566,0.000649069495166697,0.0242460712655645,-0.7907548347847959,0.23187694024432504,5.564992236252889,0.0943631133519573,0.003969425103147571,0.0318170229643555,0.0363557614596551,0.0363557614596551,WBGene00003635,nhr-45
F13B9.1a,960,0.00278029173769075,0.0611908845977613,-0.7873072126094129,0.26322190344240404,7.0076776070346,0.095582467263458,0.022901048832415002,0.0290632790064667,0.0129548121112608,0.0290632790064667,WBGene00017419,F13B9.1
Y19D10A.4,1033,0.00339174930366456,0.069420866919051,-0.785756899248521,0.26819427831772197,5.06581452627146,0.0986872659931248,0.0037002022678727397,0.0286539927339609,0.0502459259239003,0.0502459259239003,WBGene00021219,Y19D10A.4
C01B4.7,1032,0.00339174930366456,0.069420866919051,-0.785756899248521,0.26819427831772197,5.06581452627146,0.0986872659931248,0.0037002022678727397,0.0286539927339609,0.0502459259239003,0.0502459259239003,WBGene00015271,C01B4.7
