Age Beta< 0ected,Observed,Fold Change,Q value
0,head muscle(WBbt:0006761),34.32300357568534,50.0,1.456748966906275,0.01207703248384379
1,mu_int_R(WBbt:0003822),23.27651966626937,42.0,1.8043934661272978,0.00033988271950352627
2,alimentary system(WBbt:0005748),617.2222884386174,686.0,1.1114310238785594,7.737145982701453e-06
3,body wall musculature(WBbt:0005813),244.40345649582838,315.0,1.2888524758052127,7.460787717233304e-07
4,muscle cell(WBbt:0003675),270.44159713945174,319.0,1.1795522707089672,0.001048847639682146
5,digestive tract(WBbt:0005743),602.8224076281288,671.0,1.1130973094383194,9.138710395893506e-06
6,anal depressor muscle(WBbt:0004292),84.82121573301549,115.0,1.355792875711375,0.0011503843986415165
7,body muscle cell(WBbt:0007810),186.4094159713945,225.0,1.207020572579485,0.0025538963286329966
8,epithelial system(WBbt:0005730),325.67401668653156,373.0,1.1453170375548283,0.002089866373008141
9,mu_int_L(WBbt:0003833),23.27651966626937,42.0,1.8043934661272978,0.00033988271950352627
10,intestine(WBbt:0005772),470.2646007151371,540.0,1.1482897057928994,9.291880454891643e-06
11,nerve ring(WBbt:0006749),124.2729439809297,160.0,1.2874886107514505,0.0011503843986415165
12,non-striated muscle(WBbt:0005780),245.19249106078664,282.0,1.150116786937363,0.011819170279322323
13,muscular system(WBbt:0005737),362.5613825983313,434.0,1.1970386831870976,5.628166114450701e-06
14,hypodermis(WBbt:0005733),293.7181168057211,343.0,1.1677863242834159,0.0010669728578393556
15,vulval muscle(WBbt:0005821),128.41537544696067,156.0,1.2148078020799977,0.015559311029389004
16,pharynx(WBbt:0003681),357.2353992848629,405.0,1.1337062363101624,0.0022434767406956913
