Age::Genotype Beta< -2ved,Fold Change,Q value
0,sensory neuron(WBbt:0005759),11.859356376638857,24.0,2.023718592964824,0.008069101619990991
1,blast cell(WBbt:0006783),3.3969010727056017,11.0,3.2382456140350877,0.008069101619990991
2,posterior lateral right ganglion(WBbt:0005463),1.564362336114422,5.0,3.196190476190476,0.04112241725019303
3,ciliated neuron(WBbt:0006816),11.918951132300357,21.0,1.7619,0.03329599978210442
4,tail neuron(WBbt:0006759),19.547079856972584,29.0,1.48359756097561,0.04446921085890581
5,muscle cell(WBbt:0003675),20.426102502979738,31.0,1.5176659372720642,0.033372651641388223
6,somatic nervous system(WBbt:0005760),20.8134684147795,34.0,1.6335576234788833,0.008069101619990991
7,oxygene sensory neuron(WBbt:0008432),1.534564958283671,6.0,3.9099029126213596,0.012588067007224478
8,post-embryonic cell(WBbt:0007030),3.1436233611442193,8.0,2.5448341232227487,0.03974299606625537
9,outer labial sensillum(WBbt:0005501),1.5047675804529201,7.0,4.651881188118812,0.008069101619990991
10,vulval muscle(WBbt:0005821),9.699046483909417,18.0,1.8558525345622119,0.033372651641388223
11,pharyngeal muscle cell(WBbt:0005451),5.587008343265793,12.0,2.14784,0.035928799923889254
12,nerve ring(WBbt:0006749),9.386174016686532,17.0,1.8111746031746032,0.04112241725019303
13,non-striated muscle(WBbt:0005780),18.51907032181168,28.0,1.5119549477071603,0.041577338625846186
14,dopaminergic neuron(WBbt:0006746),1.534564958283671,7.0,4.561553398058253,0.008069101619990991
15,male-specific(WBbt:0005757),2.860548271752086,9.0,3.14625,0.008973702605976595
16,mechanosensory neuron(WBbt:0008431),4.961263408820024,18.0,3.628108108108108,3.218791397383515e-05
17,touch receptor neuron(WBbt:0005237),2.622169249106079,9.0,3.432272727272727,0.008069101619990991
