Age Beta> 0ected,Observed,Fold Change,Q value
0,excretory cell(WBbt:0005812),80.88994835121176,104.0,1.2856974459724952,0.01383734345429306
1,muscle cell(WBbt:0003675),277.25029797377834,336.0,1.2119013124803857,4.296329769732388e-05
2,alimentary system(WBbt:0005748),632.761620977354,727.0,1.148931881925909,1.2636064918917168e-10
3,body wall musculature(WBbt:0005813),250.55661501787844,322.0,1.2851386900203123,1.34939466384349e-07
4,smooth muscle(WBbt:0005781),84.93444576877235,107.0,1.2597951164748806,0.023540465739897955
5,digestive tract(WBbt:0005743),617.9992054032579,715.0,1.1569594163692283,8.997624482663593e-11
6,anal depressor muscle(WBbt:0004292),86.95669447755263,116.0,1.3339973500251292,0.001963203527265668
7,body muscle cell(WBbt:0007810),191.10250297973778,236.0,1.2349393457448468,0.0004578716742496641
8,epithelial system(WBbt:0005730),333.8732618196265,384.0,1.150137024771556,0.0011560841274375676
9,intestine(WBbt:0005772),482.1040921732221,569.0,1.180243041362851,2.0019148599141565e-08
10,non-striated muscle(WBbt:0005780),251.36551450139055,306.0,1.2173507595382866,8.098980790203567e-05
11,muscular system(WBbt:0005737),371.689312673818,447.0,1.202617306331517,5.235574230040917e-07
12,excretory system(WBbt:0005736),89.99006754072309,115.0,1.2779188097392993,0.010999585960874192
13,excretory secretory system(WBbt:0006850),97.47238776321018,119.0,1.2208585706250152,0.04287486204793826
14,hypodermis(WBbt:0005733),301.1128327373858,346.0,1.149070920872251,0.003054672905512946
15,vulval muscle(WBbt:0005821),131.64839094159714,176.0,1.3368944256833224,4.8354675722204385e-05
16,pharynx(WBbt:0003681),366.2292411601112,446.0,1.2178164654116572,1.1166115644111692e-07
