#Ray_Enriched
,Tissue,Expected,Observed,Fold Change,Q value
0,ABplpaap(WBbt:0006077),0.07124480506629725,1.0,14.03611111111111,0.014584104174985972
1,male-specific(WBbt:0005757),0.3799722936869187,2.0,5.263541666666666,0.015516469834249716
2,ABprpaapa(WBbt:0006047),0.06530773797743915,2.0,30.62424242424242,0.008422587343117183
3,ABalapapp(WBbt:0006132),0.055412626162675636,1.0,18.04642857142857,0.014584104174985972
4,ASHL(WBbt:0003890),0.20383930338412823,1.0,4.905825242718447,0.043626245568365356
5,Cppp(WBbt:0006268),0.07718187215515536,1.0,12.956410256410255,0.014584104174985972
6,embryonic cell(WBbt:0007028),1.8721551553532556,5.0,2.670718816067653,0.014584104174985972
7,MSpppa(WBbt:0006479),0.05739164852562834,1.0,17.424137931034483,0.014584104174985972
8,ABalpappa(WBbt:0005924),0.05739164852562834,1.0,17.424137931034483,0.014584104174985972
9,serotonergic neuron(WBbt:0006837),0.4611122105679794,2.0,4.337339055793992,0.024995710204381374
10,ABprppapa(WBbt:0006092),0.05145458143677024,1.0,19.434615384615384,0.014584104174985972
11,MSpapa(WBbt:0006672),0.05739164852562834,1.0,17.424137931034483,0.014584104174985972
12,ABalapap(WBbt:0006562),0.06134969325153374,2.0,32.6,0.008422587343117183
13,ABalppppa(WBbt:0006316),0.05343360379972294,1.0,18.714814814814815,0.014584104174985972
14,ABarpaaap(WBbt:0006499),0.04947555907381753,1.0,20.212,0.014584104174985972
15,spermathecal-uterine junction(WBbt:0006756),0.11874134177716208,1.0,8.421666666666667,0.01697521399085675
16,V3R(WBbt:0004896),0.05343360379972294,1.0,18.714814814814815,0.014584104174985972
17,ABprpapaa(WBbt:0006446),0.07124480506629725,2.0,28.07222222222222,0.008422587343117183
18,ASJR(WBbt:0003885),0.1583217890362161,1.0,6.31625,0.027983187797388842
19,AWBL(WBbt:0003829),0.1464476548584999,1.0,6.828378378378379,0.024468653547305343
20,PVDR(WBbt:0004088),0.1345735206807837,1.0,7.430882352941175,0.021295999780837453
21,ABarpppaa(WBbt:0006041),0.06530773797743915,1.0,15.31212121212121,0.014584104174985972
22,ABarppapp(WBbt:0006240),0.06926578270334455,1.0,14.437142857142858,0.014584104174985972
23,ABarpppa(WBbt:0006689),0.05739164852562834,1.0,17.424137931034483,0.014584104174985972
24,ABpraapap(WBbt:0006062),0.06728676034039185,1.0,14.86176470588235,0.014584104174985972
25,postdeirid sensillum right(WBbt:0006970),0.09499307342172968,1.0,10.527083333333332,0.014584104174985972
26,PHBL(WBbt:0004364),0.17217494557688504,1.0,5.808045977011494,0.032357710118521704
27,ABplpaapp(WBbt:0006421),0.06134969325153374,1.0,16.3,0.014584104174985972
28,ABalaapp(WBbt:0006553),0.06530773797743915,1.0,15.31212121212121,0.014584104174985972
29,OL quadrant dorsal right sensillum(WBbt:0005507),0.08707698396991885,1.0,11.484090909090911,0.014584104174985972
30,ABarpapa(WBbt:0006603),0.06728676034039185,1.0,14.86176470588235,0.014584104174985972
31,MSapp(WBbt:0006036),0.06728676034039185,1.0,14.86176470588235,0.014584104174985972
32,ABarppapa(WBbt:0006529),0.05937067088858104,1.0,16.843333333333334,0.014584104174985972
33,ABprapapp(WBbt:0006290),0.06926578270334455,1.0,14.437142857142858,0.014584104174985972
