#Spermatogenic_W
,Tissue,Expected,Observed,Fold Change,Q value
0,smooth muscle(WBbt:0005781),40.25410647140313,66.0,1.639584275628798,0.001222405607445484
1,hermaphrodite gonad(WBbt:0005178),84.22837918068474,117.0,1.3890805110830204,0.002547694205153602
2,oocyte(WBbt:0006797),13.926776172570749,35.0,2.5131444324447223,8.103912383652865e-06
3,muscle of the reproductive system(WBbt:0005786),22.51177518305957,41.0,1.8212690765876642,0.003284822377716605
4,male gonad(WBbt:0006794),9.538887789432021,43.0,4.507863070539419,2.1708872704293335e-17
5,germ cell(WBbt:0006796),21.939441915693646,60.0,2.734800649467797,4.3166058053064385e-12
6,sperm(WBbt:0006798),8.77577676627746,53.0,6.039351434241385,1.1544010922261126e-29
7,body muscle cell(WBbt:0007810),90.33326736592123,122.0,1.350554491799831,0.00499620698184369
8,uterus(WBbt:0006760),29.665941025133584,54.0,1.8202692425718137,0.000379630863866567
9,spermatheca(WBbt:0005319),51.12843855135563,74.0,1.4473354183439648,0.01469687378994015
10,non-striated muscle(WBbt:0005780),119.4268751236889,153.0,1.2811186748505297,0.007431972337785241
11,gonadal sheath cell(WBbt:0005828),20.127053235701563,36.0,1.7886373915950522,0.009572575176240859
