#all-neurons_larva_enriched_W
,Tissue,Expected,Observed,Fold Change,Q value
0,SMDDL(WBbt:0004972),2.5232535127646942,14.0,5.548392156862745,4.3078557162793425e-08
1,male-specific(WBbt:0005757),14.248961013259452,33.0,2.315958333333333,6.357242510197587e-06
2,AS neuron(WBbt:0005334),2.152186819711063,8.0,3.717149425287356,0.0005395366306201174
3,embryonic cell(WBbt:0007028),70.20581832574709,165.0,2.3502325581395347,7.724968696572364e-31
4,ray 9 left(WBbt:0006967),2.8201068672075995,9.0,3.1913684210526316,0.0010110469662712748
5,AFDR(WBbt:0003991),4.00752028497922,15.0,3.742962962962963,5.3971287860490606e-06
6,serotonergic neuron(WBbt:0006837),17.29170789629923,44.0,2.5445722460658082,1.1632379955396474e-08
7,pharyngeal segment(WBbt:0005789),20.557094795171185,39.0,1.8971552346570397,9.855543367491324e-05
8,RMDVL(WBbt:0005031),1.9295468038788839,5.0,2.591282051282051,0.029372114330517046
9,uterine-vulval cell(WBbt:0006790),2.3006134969325154,9.0,3.912,0.0001715594828819671
10,ADEL(WBbt:0004009),2.3748268355432414,13.0,5.474083333333334,1.3953033413085436e-07
11,IL sensillum left(WBbt:0005123),3.265386898871957,7.0,2.1436969696969697,0.039550423704149386
12,ganglion(WBbt:0005189),132.24816940431427,287.0,2.1701623643845864,5.299125483584664e-63
13,lateral ganglion right neuron(WBbt:0005100),35.77082921037008,126.0,3.5224232365145225,6.728327632021691e-41
14,R3AL(WBbt:0004036),1.8553334652681575,8.0,4.311893333333334,0.00016110431475361404
15,Cell(WBbt:0004017),318.4494359786265,368.0,1.155599471762604,1.2079070849736379e-18
16,RMER(WBbt:0005023),2.00376014248961,9.0,4.491555555555555,5.22386133526092e-05
17,ASJR(WBbt:0003885),5.937067088858104,26.0,4.379266666666667,7.307945583090539e-11
18,ray 8 right(WBbt:0006966),2.8201068672075995,9.0,3.1913684210526316,0.0010110469662712748
19,AWBL(WBbt:0003829),5.491787057193746,17.0,3.0955315315315315,2.2310356825757454e-05
20,PVDR(WBbt:0004088),5.0465070255293885,20.0,3.963137254901961,7.174921385570778e-08
21,R9AR(WBbt:0003970),2.0779734811003365,8.0,3.849904761904762,0.0004017311160088415
22,SIA(WBbt:0005361),2.00376014248961,10.0,4.990617283950617,7.634303895487673e-06
23,RIML(WBbt:0003926),1.9295468038788839,9.0,4.664307692307692,3.685384611958905e-05
24,R6BR(WBbt:0004012),2.152186819711063,10.0,4.646436781609195,1.6260836992676536e-05
25,R6AR(WBbt:0004016),1.9295468038788839,9.0,4.664307692307692,3.685384611958905e-05
26,PHBL(WBbt:0004364),6.456560459133189,29.0,4.491555555555555,3.36394121150708e-12
27,ADFL(WBbt:0004003),6.01128042746883,19.0,3.160724279835391,6.060906115804951e-06
28,OL quadrant dorsal right sensillum(WBbt:0005507),3.265386898871957,14.0,4.287393939393939,1.8739567408679523e-06
29,lateral nerve cord(WBbt:0006769),6.159707104690283,18.0,2.9222168674698796,3.1391164102210795e-05
30,R1AR(WBbt:0004050),1.8553334652681575,8.0,4.311893333333334,0.00016110431475361404
31,PLML(WBbt:0004104),6.604987136354641,16.0,2.4224119850187265,0.0007372029077767002
32,R7AL(WBbt:0004006),1.9295468038788839,7.0,3.6277948717948716,0.0012430904058032828
33,R8AR(WBbt:0003992),2.00376014248961,8.0,3.992493827160494,0.0002958456864957929
34,postdeirid sensillum left(WBbt:0006969),3.562240253314863,15.0,4.2108333333333325,1.132998831574021e-06
35,ray 2 right(WBbt:0006947),2.8201068672075995,11.0,3.900561403508772,4.7306976628914605e-05
36,lateral ganglion left neuron(WBbt:0005102),35.8450425489808,125.0,3.4872325741890964,4.160396307886974e-40
37,tail(WBbt:0005741),124.23312883435582,225.0,1.8111111111111111,2.0273024497503005e-27
38,amphid left sensillum(WBbt:0005395),32.431228972887396,98.0,3.0217787948131196,4.455616999526864e-25
39,RMED(WBbt:0005027),2.226400158321789,9.0,4.0424,0.00013458414203998124
40,ray 4 right(WBbt:0006958),2.671680189986147,9.0,3.3686666666666665,0.0006510715232019593
41,ventral ganglion (ant)(WBbt:0005266),7.7181872155155355,34.0,4.405179487179487,7.414201598398547e-14
42,ADER(WBbt:0004007),2.3748268355432414,13.0,5.474083333333334,1.3953033413085436e-07
43,AWCR(WBbt:0003826),8.089253908569166,28.0,3.4613822629969424,6.877058888240522e-09
44,PDER(WBbt:0004382),3.3396002374826836,13.0,3.8926814814814814,1.2504319939982684e-05
45,R7BL(WBbt:0004001),2.3006134969325154,11.0,4.781333333333333,5.386412700685603e-06
46,OL lateral left sensillum(WBbt:0005510),3.41381357609341,13.0,3.8080579710144926,1.6136902507768686e-05
