#ALM_PLM_enriched_
,Tissue,Expected,Observed,Fold Change,Q value
0,embryonic cell(WBbt:0007028),15.726103304967348,34.0,2.1620104701500047,3.531110054962486e-05
1,pharyngeal segment(WBbt:0005789),4.604789234118345,13.0,2.8231476706205947,0.004576461971551515
2,g1(WBbt:0003712),0.48208984761527807,4.0,8.29720853858785,0.0029807783822645385
3,PVDL(WBbt:0004090),1.130417573718583,7.0,6.192401960784314,0.0005103998603355572
4,PVDR(WBbt:0004088),1.130417573718583,7.0,6.192401960784314,0.0005103998603355572
5,SIA(WBbt:0005361),0.4488422719176726,3.0,6.683862433862434,0.020171080211914206
6,PLML(WBbt:0004104),1.4795171185434395,24.0,16.221508828250403,1.2895447350978436e-22
7,tail(WBbt:0005741),27.828220858895705,49.0,1.7608024691358026,2.451423168772597e-05
8,FLPL(WBbt:0004798),0.5818325747080941,6.0,10.312244897959184,5.276333563222434e-05
9,interneuron(WBbt:0005113),8.777359984167822,18.0,2.050730519480519,0.019979448224462616
10,DB neuron(WBbt:0005274),0.9309321195329507,4.0,4.296768707482993,0.04498168870211453
11,head neuron(WBbt:0006751),36.07361963190184,49.0,1.3583333333333334,0.03149807286758002
12,ALML(WBbt:0003954),1.5127646942410449,20.0,13.220826792255364,4.833421966574275e-17
13,diagonal muscle(WBbt:0005815),0.4155946962200673,3.0,7.218571428571429,0.017779431094266464
14,ganglion(WBbt:0005189),29.623589946566394,52.0,1.7553578109133665,7.893572234870539e-06
15,PVM(WBbt:0004086),0.9808034830793588,13.0,13.254439063761097,1.9719000481006468e-11
16,SIAVL(WBbt:0004985),0.43221848406887,3.0,6.940934065934066,0.019979448224462616
17,lumbar ganglion right(WBbt:0005601),5.219869384524045,28.0,5.36411889596603,3.661797985952327e-13
18,sensory neuron(WBbt:0005759),13.465268157530181,38.0,2.8220752498530275,2.2572561519430404e-09
19,lumbar ganglion left(WBbt:0005098),5.070255293884821,27.0,5.3251756440281035,1.1496335251982394e-12
20,FLPR(WBbt:0004797),0.5818325747080941,6.0,10.312244897959184,5.276333563222434e-05
21,posterior lateral right ganglion(WBbt:0005463),1.8119928755194934,8.0,4.415028396679773,0.0022140436757041846
22,ALMR(WBbt:0003953),1.4961409063922424,20.0,13.367724867724867,4.833421966574275e-17
23,AVM(WBbt:0003832),1.1969127251137939,16.0,13.367724867724867,9.258644878160697e-14
24,posterior lateral left ganglion(WBbt:0005464),2.8094201464476547,19.0,6.762961397576783,1.0306012268675486e-10
25,neuron(WBbt:0003679),46.69622006728676,64.0,1.3705606129956434,0.0007912605626844226
26,lumbar right ganglion neuron(WBbt:0005600),5.00376014248961,28.0,5.595791805094131,1.366056971338279e-13
27,lumbar left ganglion neuron(WBbt:0005097),4.837522264001583,27.0,5.581369661266568,3.8177466930445523e-13
28,SIAVR(WBbt:0004983),0.43221848406887,3.0,6.940934065934066,0.019979448224462616
29,g2(WBbt:0003710),0.43221848406887,3.0,6.940934065934066,0.019979448224462616
30,terminal bulb(WBbt:0003732),3.3081337819117356,10.0,3.0228523570232113,0.011162972292147596
31,body region(WBbt:0005738),70.81733623589946,80.0,1.1296668902302707,0.011162972292147596
32,PLMR(WBbt:0004103),1.4628933306946368,24.0,16.405844155844157,1.2895447350978436e-22
