#enriched_in_PVD_OLL_W
,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,anterior ganglion WBbt:0005375,51.74308300395257,76.0,1.46879535559,0.00022118916132394316,1.4687953555878084
1,muscle cell WBbt:0003675,269.45454545454544,362.0,1.34345479082,3.357135767852757e-12,1.343454790823212
2,cholinergic neuron WBbt:0006840,66.38735177865613,104.0,1.56656346749,9.467296573227057e-07,1.5665634674922602
3,touch receptor neuron WBbt:0005237,35.14624505928854,62.0,1.76405757985,2.6763053987177545e-06,1.7640575798470535
4,embryonic cell WBbt:0007028,184.7130434782609,218.0,1.18020901987,0.0027604000230422353,1.1802090198663024
5,anterior gonad arm WBbt:0005374,39.246640316205536,59.0,1.50331339255,0.0005805183983473337,1.5033133925514128
6,anal depressor muscle WBbt:0004292,84.15573122529644,101.0,1.2001559315,0.02283594933458325,1.2001559315028605
7,anterior ganglion (post) WBbt:0005371,41.980237154150196,58.0,1.38160248564,0.005228812531873983,1.3816024856416533
8,post-embryonic cell WBbt:0007030,40.80869565217391,58.0,1.42126571489,0.0027604000230422353,1.4212657148945238
9,epithelial system WBbt:0005730,324.9075098814229,403.0,1.24035298583,1.9329595623202805e-08,1.2403529858299596
10,nerve ring neuron WBbt:0006974,82.00790513833992,103.0,1.25597647966,0.0066071602009325865,1.2559764796606903
11,interneuron WBbt:0005113,103.09565217391304,148.0,1.43556005398,1.2305336505665653e-06,1.4355600539811066
12,hermaphrodite somatic gonadal cell WBbt:0007815,91.3802371541502,120.0,1.31319422817,0.0006697729699310066,1.3131942281739852
13,nervous system WBbt:0005735,582.0608695652174,701.0,1.20434139564,1.025028891049987e-16,1.204341395640677
14,outer labial sensillum WBbt:0005501,19.91620553359684,31.0,1.55652139398,0.005427924244497689,1.556521393982694
15,sensory neuron WBbt:0005759,158.1581027667984,206.0,1.30249412706,9.942662960367253e-06,1.3024941270555306
16,HSN WBbt:0006830,21.087747035573123,43.0,2.03909881541,1.332171756676706e-06,2.039098815414605
17,posterior lateral ganglion WBbt:0005465,33.19367588932806,62.0,1.86782567278,3.0897905656124723e-07,1.8678256727792333
18,head motor neuron WBbt:0008610,26.55494071146245,37.0,1.39333769945,0.01677902804491258,1.3933376994522506
19,corpus WBbt:0003733,34.169960474308304,47.0,1.37547715442,0.010721399700951375,1.3754771544245228
20,ventral ganglion (post) WBbt:0005264,25.383399209486168,37.0,1.45764559327,0.008085327175832994,1.4576455932731236
21,intestine WBbt:0005772,466.8592885375494,508.0,1.08812229396,0.003287607205124651,1.0881222939599748
22,blast cell WBbt:0006783,54.281422924901186,99.0,1.82382838668,3.069189571879603e-10,1.8238283866833658
23,vulval cell WBbt:0007831,20.697233201581028,29.0,1.40115346421,0.026130642380035297,1.401153464212054
24,motor neuron WBbt:0005409,85.52252964426877,125.0,1.46160316492,2.801567156726112e-06,1.4616031649196755
25,muscular system WBbt:0005737,361.0300395256917,461.0,1.2769020567,2.5317616419134337e-12,1.276902056697679
26,retrovesicular ganglion WBbt:0005656,23.235573122529644,39.0,1.67846085803,0.0004571750915533447,1.6784608580274216
27,gonad WBbt:0005175,217.71146245059288,264.0,1.21261415007,0.00012184439300891959,1.212614150069897
28,anal sphincter muscle WBbt:0005798,25.188142292490117,35.0,1.38954272981,0.01977689846877704,1.3895427298120078
29,midbody WBbt:0005740,139.02292490118577,181.0,1.30194354729,4.041158062038754e-05,1.3019435472865395
30,ventral ganglion (ant) WBbt:0005266,20.306719367588933,31.0,1.52658829025,0.006982971487519809,1.5265882902522578
31,smooth muscle WBbt:0005781,82.39841897233202,109.0,1.32284091563,0.0008834372521586856,1.3228409156321352
32,mechanosensory neuron WBbt:0008431,66.77786561264821,112.0,1.67720245283,5.7624918281255844e-09,1.6772024528257217
33,muscle of the reproductive system WBbt:0005786,46.08063241106719,62.0,1.34546764565,0.006972237512605642,1.345467645646058
34,excretory secretory system WBbt:0006850,95.28537549407115,116.0,1.21739563284,0.010721399700951375,1.2173956328399813
35,epithelial cell WBbt:0003672,201.11462450592884,269.0,1.33754569396,1.9329595623202805e-08,1.3375456939585708
