#Ray_Enriched
,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,AQR WBbt:0003927,0.06521739130434782,1.0,15.3333333333,0.012096469692135679,15.333333333333334
1,ABarppppp WBbt:0006186,0.06126482213438735,1.0,16.3225806452,0.012096469692135679,16.322580645161292
2,MSpapaa WBbt:0006351,0.05138339920948616,1.0,19.4615384615,0.012096469692135679,19.461538461538463
3,ABalaaaa WBbt:0006427,0.07707509881422925,2.0,25.9487179487,0.006687850584559762,25.94871794871795
4,ABpraapap WBbt:0006062,0.06719367588932806,1.0,14.8823529412,0.012096469692135679,14.882352941176471
5,ABprppapp WBbt:0005929,0.05731225296442688,1.0,17.4482758621,0.012096469692135679,17.448275862068964
6,ABpraaaa WBbt:0006442,0.07707509881422925,1.0,12.9743589744,0.012096469692135679,12.974358974358974
7,glutamatergic neuron WBbt:0006829,0.225296442687747,1.0,4.43859649123,0.04870660896851057,4.43859649122807
8,PHA WBbt:0007807,0.17193675889328064,1.0,5.81609195402,0.030200974114506316,5.816091954022988
9,ABaraapp WBbt:0006153,0.07312252964426878,1.0,13.6756756757,0.012096469692135679,13.675675675675674
10,ABplppaa WBbt:0006170,0.07509881422924901,1.0,13.3157894737,0.012096469692135679,13.31578947368421
11,blast cell WBbt:0006783,0.549407114624506,3.0,5.46043165468,0.012096469692135679,5.460431654676259
12,ABplappap WBbt:0006067,0.07114624505928853,1.0,14.0555555556,0.012096469692135679,14.055555555555557
13,ABalappaa WBbt:0006380,0.05335968379446641,2.0,37.4814814815,0.006687850584559762,37.48148148148148
14,ABplapapp WBbt:0006413,0.0691699604743083,1.0,14.4571428571,0.012096469692135679,14.457142857142857
15,ABarppap WBbt:0005859,0.05731225296442688,2.0,34.8965517241,0.006687850584559762,34.89655172413793
16,ASE WBbt:0005663,0.2845849802371541,2.0,7.02777777778,0.012096469692135679,7.027777777777779
17,ABprpaaa WBbt:0006167,0.0691699604743083,1.0,14.4571428571,0.012096469692135679,14.457142857142857
18,ABprappp WBbt:0006702,0.08498023715415019,2.0,23.5348837209,0.006687850584559762,23.534883720930235
19,ABprpaap WBbt:0006253,0.06521739130434782,1.0,15.3333333333,0.012096469692135679,15.333333333333334
20,MSpppp WBbt:0006409,0.06521739130434782,1.0,15.3333333333,0.012096469692135679,15.333333333333334
21,syncytium precursor WBbt:0008073,0.191699604743083,2.0,10.4329896907,0.009038097022348706,10.43298969072165
