,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,ABarpppaa(WBbt:0006041),3.5999999999999996,10.0,2.77777777778,0.018870644267054443,2.777777777777778
1,P5.p(WBbt:0006893),7.745454545454546,14.0,1.80751173709,0.04639244182507903,1.8075117370892018
2,ABplaapaa(WBbt:0005866),3.9272727272727272,9.0,2.29166666667,0.030873383254136088,2.2916666666666665
3,ABarpapa(WBbt:0006603),3.7090909090909094,8.0,2.1568627451,0.04779917560622966,2.156862745098039
4,ABarpapp(WBbt:0006514),3.381818181818182,9.0,2.66129032258,0.023068984410522804,2.661290322580645
5,E(WBbt:0004804),3.7090909090909094,9.0,2.42647058824,0.029193892432084503,2.426470588235294
6,ABaraapa(WBbt:0005853),3.9272727272727272,9.0,2.29166666667,0.030873383254136088,2.2916666666666665
7,germline precursor cell(WBbt:0006849),5.236363636363636,17.0,3.24652777778,6.621718515704427e-05,3.2465277777777777
8,MSppaa(WBbt:0006531),3.7090909090909094,8.0,2.1568627451,0.04779917560622966,2.156862745098039
9,MSpaaa(WBbt:0005933),2.8363636363636364,8.0,2.82051282051,0.023068984410522804,2.8205128205128203
10,germ cell(WBbt:0006796),25.09090909090909,70.0,2.78985507246,1.5253131819705476e-14,2.789855072463768
11,ABpraaap(WBbt:0006534),3.5999999999999996,9.0,2.5,0.026289867182408666,2.5000000000000004
12,ABplaaaa(WBbt:0006584),3.2727272727272725,9.0,2.75,0.021914103966588983,2.75
13,Psub2(WBbt:0006873),3.1636363636363636,12.0,3.79310344828,0.00017265541344992864,3.793103448275862
14,ABplpaapa(WBbt:0006115),3.5999999999999996,8.0,2.22222222222,0.04247644129393956,2.2222222222222223
15,Psub3(WBbt:0006875),3.0545454545454547,9.0,2.94642857143,0.018870644267054443,2.946428571428571
16,Cpapp(WBbt:0005897),5.127272727272727,11.0,2.14539007092,0.029193892432084503,2.145390070921986
17,ABalpppa(WBbt:0006649),4.254545454545454,9.0,2.11538461538,0.04255714889152846,2.115384615384616
18,ABplaappa(WBbt:0006519),4.254545454545454,10.0,2.35042735043,0.027987143713841405,2.350427350427351
19,P9/10L(WBbt:0004412),2.9454545454545458,7.0,2.37654320988,0.03897751855431302,2.376543209876543
20,germline blastomere(WBbt:0008448),5.018181818181818,16.0,3.1884057971,0.00015419189547063655,3.1884057971014497
21,MSaaaa(WBbt:0005894),3.4909090909090907,8.0,2.29166666667,0.03697481461433354,2.291666666666667
22,ABplaaaap(WBbt:0006625),3.7090909090909094,9.0,2.42647058824,0.029193892432084503,2.426470588235294
23,ABalaaap(WBbt:0005982),4.036363636363636,10.0,2.47747747748,0.023307385707436006,2.4774774774774775
24,ABplaapp(WBbt:0005896),2.9454545454545458,8.0,2.71604938272,0.023307385707436006,2.716049382716049
25,ABplaapa(WBbt:0006619),3.2727272727272725,8.0,2.44444444444,0.029193892432084503,2.4444444444444446
26,ABalpaap(WBbt:0005934),4.036363636363636,9.0,2.22972972973,0.03479957509879084,2.22972972972973
27,ABaraaaa(WBbt:0006360),4.036363636363636,10.0,2.47747747748,0.023307385707436006,2.4774774774774775
28,Epla(WBbt:0006661),4.8,10.0,2.08333333333,0.03881576945157898,2.0833333333333335
29,male gonad(WBbt:0006794),10.90909090909091,21.0,1.925,0.021914103966588983,1.9249999999999998
30,ABarppaaa(WBbt:0006736),2.9454545454545458,8.0,2.71604938272,0.023307385707436006,2.716049382716049
31,ABalppaa(WBbt:0005944),4.581818181818182,11.0,2.40079365079,0.023068984410522804,2.4007936507936507
32,ABarpaaa(WBbt:0006398),4.909090909090909,10.0,2.03703703704,0.04255714889152846,2.037037037037037
33,ABarpaap(WBbt:0006517),2.9454545454545458,7.0,2.37654320988,0.03897751855431302,2.376543209876543
34,E lineage cell(WBbt:0005208),12.0,21.0,1.75,0.029193892432084503,1.75
35,P3.p hermaphrodite(WBbt:0008112),6.872727272727272,14.0,2.03703703704,0.029193892432084503,2.037037037037037
36,ABalappp(WBbt:0006242),3.0545454545454547,9.0,2.94642857143,0.018870644267054443,2.946428571428571
37,MSaaap(WBbt:0006160),3.8181818181818183,9.0,2.35714285714,0.029193892432084503,2.357142857142857
38,ABarpaapa(WBbt:0005844),3.9272727272727272,10.0,2.5462962963,0.023068984410522804,2.5462962962962963
39,ABalpapp(WBbt:0006607),3.4909090909090907,9.0,2.578125,0.023307385707436006,2.578125
40,ABa(WBbt:0005906),3.0545454545454547,14.0,4.58333333333,5.130304408483775e-06,4.583333333333333
41,Cpapa(WBbt:0005962),4.909090909090909,10.0,2.03703703704,0.04255714889152846,2.037037037037037
42,ABprapaa(WBbt:0006163),3.381818181818182,9.0,2.66129032258,0.023068984410522804,2.661290322580645
43,Cpaap(WBbt:0006594),4.363636363636363,10.0,2.29166666667,0.029193892432084503,2.291666666666667
44,ABalaapp(WBbt:0006553),3.5999999999999996,8.0,2.22222222222,0.04247644129393956,2.2222222222222223
45,P7.p hermaphrodite(WBbt:0008129),7.745454545454546,14.0,1.80751173709,0.04639244182507903,1.8075117370892018
46,MSaappa(WBbt:0006200),2.8363636363636364,7.0,2.46794871795,0.03479957509879084,2.467948717948718
47,ABplppppp(WBbt:0006574),3.9272727272727272,9.0,2.29166666667,0.030873383254136088,2.2916666666666665
48,ABplppapp(WBbt:0006356),3.2727272727272725,9.0,2.75,0.021914103966588983,2.75
49,Z2(WBbt:0004576),5.018181818181818,17.0,3.38768115942,3.7817034833035545e-05,3.38768115942029
50,MSpappa(WBbt:0006150),2.8363636363636364,7.0,2.46794871795,0.03479957509879084,2.467948717948718
51,ABarppapa(WBbt:0006529),3.2727272727272725,8.0,2.44444444444,0.029193892432084503,2.4444444444444446
52,ABplpppp(WBbt:0006647),4.1454545454545455,11.0,2.65350877193,0.018870644267054443,2.6535087719298245
53,ABprppap(WBbt:0006346),4.1454545454545455,10.0,2.41228070175,0.024412300302935667,2.412280701754386
54,ABplaapap(WBbt:0005887),3.9272727272727272,9.0,2.29166666667,0.030873383254136088,2.2916666666666665
55,ABarappa(WBbt:0006005),3.5999999999999996,9.0,2.5,0.026289867182408666,2.5000000000000004
