,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,RMER(WBbt:0005023),0.5602766798418973,3.0,5.3544973545,0.027185436004986147,5.3544973544973535
1,ALML(WBbt:0003954),1.8883399209486167,23.0,12.1800104657,3.985805014222986e-19,12.18001046572475
2,pharyngeal segment(WBbt:0005789),5.74802371541502,18.0,3.13151108819,6.996796616375737e-05,3.131511088189788
3,PLM(WBbt:0005490),1.8675889328063242,27.0,14.4571428571,3.171892009914789e-24,14.457142857142856
4,pharyngeal nervous system(WBbt:0005440),5.436758893280633,17.0,3.12686295892,0.00012132199489513912,3.1268629589240273
5,PDER(WBbt:0004382),0.9337944664031621,4.0,4.2835978836,0.027185436004986147,4.283597883597883
6,interneuron(WBbt:0005113),10.956521739130434,32.0,2.92063492063,8.070025818272561e-08,2.920634920634921
7,PDE(WBbt:0006747),0.9337944664031621,4.0,4.2835978836,0.027185436004986147,4.283597883597883
8,ALMR(WBbt:0003953),1.8675889328063242,23.0,12.3153439153,3.35378235061229e-19,12.315343915343915
9,cholinergic neuron(WBbt:0006840),7.055335968379446,17.0,2.40952380952,0.0031045674068076426,2.40952380952381
10,CEPVR(WBbt:0004931),0.7055335968379447,3.0,4.25210084034,0.047550257146430186,4.2521008403361344
11,lumbar neuron(WBbt:0006802),6.308300395256917,38.0,6.02380952381,8.584112671416265e-20,6.023809523809524
12,FLP(WBbt:0006828),0.7262845849802372,11.0,15.1455782313,9.316277985444772e-11,15.145578231292516
13,FLPL(WBbt:0004798),0.7262845849802372,11.0,15.1455782313,9.316277985444772e-11,15.145578231292516
14,postdeirid sensillum(WBbt:0005471),1.016798418972332,4.0,3.93391642371,0.03427957096692145,3.933916423712342
15,AIA(WBbt:0006812),0.5395256916996047,3.0,5.56043956044,0.02541185543523522,5.56043956043956
16,GABAergic neuron(WBbt:0005190),3.2786561264822134,8.0,2.44002411091,0.0485547296232423,2.440024110910187
17,pharyngeal motor neuron(WBbt:0003677),1.3695652173913042,7.0,5.11111111111,0.001039762516229832,5.111111111111112
18,male gonad(WBbt:0006794),2.075098814229249,7.0,3.37333333333,0.015138060247671555,3.3733333333333335
19,PLMR(WBbt:0004103),1.8260869565217392,27.0,14.7857142857,3.171892009914789e-24,14.785714285714285
20,AVM(WBbt:0003832),1.4940711462450593,21.0,14.0555555556,4.685511140293375e-19,14.055555555555555
21,embryonic cell(WBbt:0007028),19.630434782608695,44.0,2.24141749723,2.2703833953578636e-07,2.241417497231451
22,ganglion(WBbt:0005189),36.97826086956522,67.0,1.81187536743,1.7342959771610872e-08,1.811875367430923
23,DB neuron(WBbt:0005274),1.1620553359683794,5.0,4.30272108844,0.0148474462820573,4.302721088435375
24,dorsal ganglion(WBbt:0005214),2.573122529644269,9.0,3.49769585253,0.0035941680737620356,3.497695852534562
25,nerve ring neuron(WBbt:0006974),8.715415019762846,17.0,1.95056689342,0.027185436004986147,1.9505668934240363
26,AIAR(WBbt:0003987),0.5395256916996047,3.0,5.56043956044,0.02541185543523522,5.56043956043956
27,SIA(WBbt:0005361),0.5602766798418973,3.0,5.3544973545,0.027185436004986147,5.3544973544973535
28,FLPR(WBbt:0004797),0.7262845849802372,11.0,15.1455782313,9.316277985444772e-11,15.145578231292516
29,tail(WBbt:0005741),34.737154150197625,62.0,1.7848324515,2.9325812400653713e-07,1.7848324514991183
30,pharyngeal neuron(WBbt:0005439),5.41600790513834,17.0,3.13884327677,0.00011875702695624103,3.1388432767743115
31,metacorpus(WBbt:0003711),3.4239130434782608,13.0,3.79682539683,0.00013268516640524335,3.796825396825397
32,PVDR(WBbt:0004088),1.4110671936758894,11.0,7.79551820728,2.9325812400653713e-07,7.795518207282913
33,posterior lateral left ganglion(WBbt:0005464),3.506916996047431,26.0,7.41391941392,9.56001493587975e-16,7.413919413919413
34,PVD(WBbt:0006831),1.4110671936758894,11.0,7.79551820728,2.9325812400653713e-07,7.795518207282913
35,dorso-rectal ganglion(WBbt:0005212),1.6600790513833992,6.0,3.61428571429,0.017855393404726323,3.6142857142857143
36,VB neuron(WBbt:0005336),0.9752964426877471,4.0,4.10131712259,0.03021087349532193,4.101317122593718
37,g1(WBbt:0003712),0.6017786561264822,3.0,4.98522167488,0.030547947647018563,4.985221674876848
38,PLML(WBbt:0004104),1.8468379446640315,27.0,14.6195826645,3.171892009914789e-24,14.619582664526485
39,PVCR(WBbt:0004092),0.892292490118577,5.0,5.60354374308,0.0036284614279196025,5.603543743078627
40,BDU(WBbt:0006826),0.7677865612648221,6.0,7.81467181467,0.00017486464349037586,7.814671814671814
41,lumbar right ganglion neuron(WBbt:0005600),6.246047430830039,38.0,6.08384749249,7.391945012730658e-20,6.083847492485367
42,BDUR(WBbt:0003811),0.7677865612648221,6.0,7.81467181467,0.00017486464349037586,7.814671814671814
43,ADE(WBbt:0005415),0.6847826086956521,3.0,4.38095238095,0.044453229423902826,4.380952380952381
44,posterior lateral right ganglion(WBbt:0005463),2.2618577075098814,15.0,6.63171690695,1.7342959771610872e-08,6.631716906946265
45,DA neuron(WBbt:0005278),1.4110671936758894,5.0,3.54341736695,0.03021087349532193,3.5434173669467786
46,VA neuron(WBbt:0005339),1.0790513833992095,4.0,3.70695970696,0.04190509704532874,3.706959706959707
47,motor neuron(WBbt:0005409),9.088932806324111,17.0,1.87040661013,0.036789822553406105,1.8704066101326373
48,BDUL(WBbt:0003812),0.7677865612648221,6.0,7.81467181467,0.00017486464349037586,7.814671814671814
49,anterior ganglion (post)(WBbt:0005371),4.461462450592885,10.0,2.24141749723,0.044735475978416414,2.241417497231451
50,PDEL(WBbt:0004383),0.9337944664031621,4.0,4.2835978836,0.027185436004986147,4.283597883597883
51,PVC(WBbt:0005840),0.892292490118577,5.0,5.60354374308,0.0036284614279196025,5.603543743078627
