#hypodermis_embryo_enriched_
,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,P10 WBbt:0006779,1.4798418972332015,5.0,3.37873931624,0.01945873449573077,3.3787393162393164
1,ABalaaaa WBbt:0006427,1.4798418972332015,8.0,5.40598290598,0.0009208602413713662,5.405982905982906
2,epithelial system WBbt:0005730,63.1399209486166,113.0,1.78967598157,7.924463745765123e-12,1.7896759815705128
3,P4 WBbt:0006773,1.290118577075099,5.0,3.8756127451,0.01219157907414029,3.875612745098039
4,ABalpppp WBbt:0006089,1.1762845849802372,4.0,3.40053763441,0.027605014749250707,3.400537634408602
5,ABaraapp WBbt:0006153,1.4039525691699606,6.0,4.27364864865,0.005897813906982927,4.273648648648648
6,MSpp WBbt:0006255,1.024505928853755,5.0,4.88040123457,0.005897813906982927,4.880401234567901
7,Dpa WBbt:0006045,1.1383399209486165,7.0,6.14930555556,0.0009208602413713662,6.149305555555556
8,ABarppap WBbt:0005859,1.100395256916996,4.0,3.63505747126,0.022793910648179923,3.635057471264368
9,ABaraapap WBbt:0006006,0.9486166007905139,5.0,5.27083333333,0.004468440070176743,5.270833333333333
10,P12 WBbt:0004409,1.8213438735177867,5.0,2.74522569444,0.03842211307954283,2.745225694444444
11,ABprappp WBbt:0006702,1.6316205533596837,8.0,4.90310077519,0.0014795106653607613,4.903100775193799
12,ABprpaap WBbt:0006253,1.2521739130434781,6.0,4.79166666667,0.0037115251538365115,4.791666666666667
13,AB WBbt:0004015,1.2521739130434781,5.0,3.99305555556,0.012179848840345913,3.993055555555556
14,MSpppp WBbt:0006409,1.2521739130434781,4.0,3.19444444444,0.03439317989692919,3.1944444444444446
15,ABprpapa WBbt:0006259,1.290118577075099,5.0,3.8756127451,0.01219157907414029,3.875612745098039
16,ABarpaaa WBbt:0006398,1.707509881422925,5.0,2.92824074074,0.03144425477050211,2.9282407407407405
17,ABalpapa WBbt:0006573,1.517786561264822,7.0,4.61197916667,0.0027687140283846937,4.611979166666667
18,MSpaap WBbt:0005878,1.2521739130434781,5.0,3.99305555556,0.012179848840345913,3.993055555555556
19,ABplpaaa WBbt:0006315,1.3660079051383398,4.0,2.92824074074,0.04553054770413385,2.928240740740741
20,hyp7 syncytium WBbt:0005734,5.577865612648221,22.0,3.94416099773,7.422091558951748e-07,3.9441609977324266
21,P3 WBbt:0006772,1.1762845849802372,5.0,4.25067204301,0.009639454991391516,4.250672043010752
22,P9 WBbt:0006778,1.290118577075099,5.0,3.8756127451,0.01219157907414029,3.875612745098039
23,ABplappp WBbt:0006470,1.4418972332015811,6.0,4.16118421053,0.005897813906982927,4.161184210526315
24,ABalppap WBbt:0006112,1.3280632411067192,4.0,3.0119047619,0.04074237329643499,3.0119047619047623
25,Dpp WBbt:0006199,0.9865612648221344,6.0,6.08173076923,0.0016118241713516273,6.081730769230769
26,Daa WBbt:0006289,1.1762845849802372,6.0,5.10080645161,0.0028098720395432777,5.100806451612903
27,ABpraapa WBbt:0006302,1.4798418972332015,5.0,3.37873931624,0.01945873449573077,3.3787393162393164
28,ABplpppp WBbt:0006647,1.4418972332015811,5.0,3.46765350877,0.017597888230143372,3.4676535087719293
29,MSpapp WBbt:0006201,1.3660079051383398,4.0,2.92824074074,0.04553054770413385,2.928240740740741
30,Cpap WBbt:0006628,1.0624505928853756,4.0,3.76488095238,0.020932428227566878,3.764880952380952
31,seam cell WBbt:0005753,19.99683794466403,39.0,1.95030834915,0.0009208602413713662,1.9503083491461102
32,ABalaapp WBbt:0006553,1.2521739130434781,5.0,3.99305555556,0.012179848840345913,3.993055555555556
33,Epl WBbt:0006000,1.3660079051383398,5.0,3.66030092593,0.014425036264993089,3.660300925925926
34,MSaapa WBbt:0006536,1.100395256916996,4.0,3.63505747126,0.022793910648179923,3.635057471264368
35,P7 WBbt:0006776,1.290118577075099,5.0,3.8756127451,0.01219157907414029,3.875612745098039
36,ABprpappp WBbt:0005847,1.4039525691699606,4.0,2.8490990991,0.049505004547294916,2.849099099099099
37,somatic blastomere WBbt:0008447,1.8213438735177867,10.0,5.49045138889,0.00015585795035530608,5.490451388888888
38,ABplpapa WBbt:0006087,1.4418972332015811,6.0,4.16118421053,0.005897813906982927,4.161184210526315
39,ABplaapa WBbt:0006619,1.1383399209486165,6.0,5.27083333333,0.0027687140283846937,5.270833333333334
40,ABarappp WBbt:0006524,1.290118577075099,4.0,3.10049019608,0.03749288188187419,3.100490196078431
41,ABprppaa WBbt:0005984,1.4039525691699606,5.0,3.56137387387,0.015859418763633365,3.5613738738738734
42,P8 WBbt:0006777,1.2142292490118578,5.0,4.11783854167,0.01085637173972614,4.117838541666666
43,MSaaa WBbt:0006438,0.9865612648221344,5.0,5.06810897436,0.005228867331447151,5.0681089743589745
44,hyp6 WBbt:0004679,2.1628458498023715,8.0,3.69883040936,0.00432498166378289,3.698830409356725
45,ABarapaa WBbt:0006515,1.4039525691699606,7.0,4.98592342342,0.002125266157400965,4.985923423423423
46,ABalapaa WBbt:0006139,1.0624505928853756,4.0,3.76488095238,0.020932428227566878,3.764880952380952
47,ABplpapp WBbt:0006420,1.3280632411067192,6.0,4.51785714286,0.004481754617376911,4.517857142857143
48,Cpapp WBbt:0005897,1.783399209486166,5.0,2.80363475177,0.03674394252469635,2.8036347517730498
49,ABprappa WBbt:0006269,1.4418972332015811,6.0,4.16118421053,0.005897813906982927,4.161184210526315
50,ABplapap WBbt:0006424,1.100395256916996,6.0,5.4525862069,0.002314108655846858,5.4525862068965525
51,ABalappp WBbt:0006242,1.0624505928853756,4.0,3.76488095238,0.020932428227566878,3.764880952380952
52,Dap WBbt:0006210,1.1383399209486165,6.0,5.27083333333,0.0027687140283846937,5.270833333333334
53,ABalppaa WBbt:0005944,1.5936758893280634,5.0,3.13740079365,0.023592579348366633,3.1374007936507935
54,ABalpaaa WBbt:0006557,1.5557312252964426,7.0,4.49949186992,0.0028098720395432777,4.4994918699187
55,ABarppaa WBbt:0006465,1.2521739130434781,4.0,3.19444444444,0.03439317989692919,3.1944444444444446
56,MSpa WBbt:0006142,0.9865612648221344,4.0,4.05448717949,0.016716273786001195,4.05448717948718
