#AVA-neuron_embryo_enriched_
,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,cholinergic neuron WBbt:0006840,10.885375494071146,22.0,2.02106027596,0.006927098154888595,2.021060275962237
1,AVA WBbt:0005842,1.632806324110672,12.0,7.34931009441,5.938706257933823e-07,7.349310094408133
2,interneuron WBbt:0005113,16.904347826086955,28.0,1.65637860082,0.030577318403371266,1.6563786008230454
3,AFD WBbt:0005662,1.7608695652173914,6.0,3.40740740741,0.02389339573643494,3.4074074074074074
4,head motor neuron WBbt:0008610,4.354150197628458,17.0,3.90432098765,1.1806802639495236e-05,3.9043209876543212
5,ventral ganglion (ant) WBbt:0005266,3.3296442687747034,11.0,3.30365622032,0.0032342138473683154,3.303656220322887
6,DB neuron WBbt:0005274,1.7928853754940712,7.0,3.90432098765,0.0061728499006241154,3.904320987654321
7,lateral ganglion WBbt:0005105,16.26403162055336,31.0,1.90604646641,0.0032342138473683154,1.9060464664139203
8,nerve ring neuron WBbt:0006974,13.446640316205535,26.0,1.93356848912,0.00605527682187957,1.9335684891240446
9,command interneuron WBbt:0007804,2.9134387351778654,14.0,4.80531813865,1.032497571940925e-05,4.805318138651472
10,PVQ WBbt:0006976,1.6007905138339922,7.0,4.37283950617,0.003531483757152671,4.37283950617284
11,motor neuron WBbt:0005409,14.022924901185771,31.0,2.2106657647,0.00022440106389383748,2.2106657646992502
