,Tissue,Expected,Observed,Fold Change,Q value,Enrichment Fold Change
0,gonadal sheath cell(WBbt:0005828),20.09920948616601,36.0,1.79111521897,0.012548805784066816,1.791115218973078
1,oocyte(WBbt:0006797),13.907509881422925,35.0,2.51662593077,1.0227921190851722e-05,2.516625930767919
2,uterus(WBbt:0006760),29.62490118577075,54.0,1.82279089005,0.0004459940999164323,1.8227908900481649
3,muscle cell(WBbt:0003675),131.45454545454544,164.0,1.24757952974,0.017888929558174387,1.2475795297372063
4,germ cell(WBbt:0006796),21.90909090909091,60.0,2.73858921162,5.9623308649521e-12,2.7385892116182573
5,spermatheca(WBbt:0005319),51.057707509881425,74.0,1.44934043476,0.017888929558174387,1.4493404347556822
6,hermaphrodite gonad(WBbt:0005178),84.11185770750988,117.0,1.39100482606,0.002730954260510472,1.391004826059783
7,muscle of the reproductive system(WBbt:0005786),22.480632411067194,41.0,1.82379210915,0.003563773188637609,1.8237921091497291
8,sperm(WBbt:0006798),8.763636363636364,53.0,6.04771784232,1.0552467843678376e-29,6.047717842323651
9,smooth muscle(WBbt:0005781),40.19841897233202,66.0,1.64185561739,0.0013735448745981454,1.641855617391988
