#Spermatogenic_W
#Spermatogenic_W
#Spermatogenic_W
,Tissue,Expected,Observed,Fold Change,Q value
0,muscle cell(WBbt:0003675),131.61060546102098,164.0,1.2461001864213122,0.004593241939587386
1,smooth muscle(WBbt:0005781),40.24614166996439,66.0,1.6399087530235392,0.00041444155263842334
2,male gonad(WBbt:0006794),9.537000395726158,43.0,4.5087551867219915,7.352080557102475e-18
3,hermaphrodite gonad(WBbt:0005178),84.21171349426197,117.0,1.3893554132225578,0.0008614341415447794
4,oocyte(WBbt:0006797),13.924020577760189,35.0,2.5136417893480365,2.75178317794491e-06
5,germ cell(WBbt:0006796),21.935100910170164,60.0,2.7353418726321483,1.4599936042166095e-12
6,sperm(WBbt:0006798),8.774040364068064,53.0,6.040546635395995,3.900401217734018e-30
7,body muscle cell(WBbt:0007810),90.31539374752671,122.0,1.3508217695539966,0.001520576061933573
8,spermatheca(WBbt:0005319),51.118322121092206,74.0,1.4476218492599244,0.004593241939587386
9,muscle of the reproductive system(WBbt:0005786),22.507320933913732,41.0,1.8216295098108164,0.0009918781255789668
10,non-striated muscle(WBbt:0005780),119.40324495449148,153.0,1.2813722111012422,0.002281659420683846
11,egg-laying apparatus(WBbt:0008587),133.89948555599526,164.0,1.2247993285337684,0.009883680562154983
12,gonadal sheath cell(WBbt:0005828),20.123070834982194,36.0,1.7889913669347701,0.0029826726654247518
13,hermaphrodite-specific(WBbt:0005758),180.72615749901067,211.0,1.1675122346423763,0.018040498342461735
14,uterus(WBbt:0006760),29.660071230708347,54.0,1.8206294779255783,0.00012877727063355138
15,germ line(WBbt:0005784),51.118322121092206,78.0,1.52587167894965,0.0008614341415447794
