#enriched_in_PVD_OLL_W
#enriched_in_PVD_OLL_W
#enriched_in_PVD_OLL_W
,Tissue,Expected,Observed,Fold Change,Q value
0,hermaphrodite somatic gonadal cell(WBbt:0007815),91.3961218836565,120.0,1.3129659938170577,0.0008578471406351809
1,gon_herm_dtc_A(WBbt:0004520),37.49584487534626,57.0,1.5201684397163122,0.0007267555811448447
2,sensory neuron(WBbt:0005759),158.18559556786704,206.0,1.3022677523859556,1.5936624734962213e-05
3,lumbar ganglion left(WBbt:0005098),59.56371191135734,83.0,1.3934658760609233,0.0009000553401116126
4,HSNL(WBbt:0004758),21.09141274238227,43.0,2.038744418177042,2.0316142804660903e-06
5,rectal epithelial cell(WBbt:0008182),11.912742382271468,23.0,1.9307057318916405,0.0008316914058898314
6,muscle cell(WBbt:0003675),269.50138504155126,362.0,1.3432212971528419,8.225895809507279e-12
7,embryonic cell(WBbt:0007028),184.74515235457065,218.0,1.1800038984601082,0.0030502944000443894
8,smooth muscle(WBbt:0005781),82.41274238227147,109.0,1.3226110046721118,0.0011132187119219062
9,intestine(WBbt:0005772),466.9404432132964,508.0,1.087933177310897,0.0037671680094151223
10,serotonergic neuron(WBbt:0006837),45.5027700831025,66.0,1.450461145100904,0.0009974534445743191
11,apoptotic cell(WBbt:0006925),10.740997229916898,18.0,1.6758220502901353,0.012480116492977898
12,HSNR(WBbt:0004757),20.896121883656512,43.0,2.057798104328229,1.5942776072410682e-06
13,hyp7 syncytium(WBbt:0005734),28.70775623268698,40.0,1.393351666907898,0.015910765924408116
14,PVDL(WBbt:0004090),13.2797783933518,38.0,2.8614935335836464,1.0024363549271871e-10
15,P5.p(WBbt:0006893),13.865650969529087,27.0,1.9472580161821995,0.0003037468669771474
16,ganglion(WBbt:0005189),348.0083102493075,446.0,1.2815785912712625,8.278247343155412e-12
17,ALML(WBbt:0003954),17.771468144044324,35.0,1.9694489907255863,3.591456414593649e-05
18,hypodermis(WBbt:0005733),292.93628808864264,368.0,1.2562458628841608,5.079948156001359e-08
19,anterior hypodermis(WBbt:0005373),17.771468144044324,27.0,1.5192892214168807,0.013135667516811974
20,Cell(WBbt:0004017),837.9930747922438,890.0,1.0620612828103022,3.095219018032991e-07
21,PVDR(WBbt:0004088),13.2797783933518,38.0,2.8614935335836464,1.0024363549271871e-10
22,vulA(WBbt:0006762),10.740997229916898,17.0,1.5827208252740166,0.02533012403425678
23,P3.p(WBbt:0006891),12.498614958448753,24.0,1.9202127659574468,0.000742180382775294
24,ventral cord blast cell(WBbt:0008115),16.013850415512465,30.0,1.8733783082511677,0.00032345647631733314
25,alimentary system(WBbt:0005748),614.1897506925208,677.0,1.1022652189110262,9.224551020837997e-06
26,pharyngeal neuron(WBbt:0005439),50.970914127423825,71.0,1.3929512784978668,0.001994345318557612
27,hermaphrodite gonad(WBbt:0005178),172.44182825484765,212.0,1.2294000947768327,0.00044493191715611155
28,pharyngeal nervous system(WBbt:0005440),51.16620498614959,72.0,1.4071788208543121,0.0014570193215227574
29,post-embryonic cell(WBbt:0007030),40.815789473684205,58.0,1.4210186976144425,0.0030502944000443894
30,blast cell(WBbt:0006783),54.29085872576177,99.0,1.823511403643043,5.598990114928855e-10
31,dorsal nerve cord(WBbt:0006750),51.16620498614959,99.0,1.934870878674679,1.302138668541574e-11
32,posterior lateral right ganglion(WBbt:0005463),21.286703601108034,46.0,2.1609733879888084,1.3146837309913637e-07
33,uterine toroidal epithelial cell(WBbt:0006784),9.76454293628809,16.0,1.6385815602836877,0.021160291349707077
34,gon_herm_dtc_P(WBbt:0004506),37.88642659279779,57.0,1.5044966001316076,0.0008642099569555778
35,AIYR(WBbt:0003961),14.842105263157894,26.0,1.7517730496453903,0.00196389951971008
36,ALMR(WBbt:0003953),17.57617728531856,35.0,1.991331757289204,2.7896642783182822e-05
37,body wall musculature(WBbt:0005813),242.74653739612188,297.0,1.2234983995481077,2.588025080585838e-05
38,GABAergic neuron(WBbt:0005190),30.85595567867036,56.0,1.8148846395547178,4.15647666224873e-06
39,AVM(WBbt:0003832),14.060941828254848,29.0,2.0624507486209613,5.874675682973287e-05
40,P5.p hermaphrodite(WBbt:0008121),13.670360110803324,26.0,1.9019250253292805,0.0005730864559982466
41,epithelial cell(WBbt:0003672),201.1495844875346,269.0,1.3373132272946362,3.7120122258326576e-08
42,P3.p hermaphrodite(WBbt:0008112),12.303324099722992,23.0,1.869413486434763,0.0013176476899187154
43,P8.p(WBbt:0006896),12.693905817174514,24.0,1.8906710310965633,0.0008933360676591404
44,tail(WBbt:0005741),326.91689750692524,421.0,1.2877890473406373,2.6746215504369046e-11
45,uterine epithelial cell(WBbt:0008435),21.677285318559555,33.0,1.5223308414797778,0.007125900450169761
46,anterior ganglion(WBbt:0005375),51.752077562326875,76.0,1.468540077612739,0.00032345647631733314
47,ventral ganglion (ant)(WBbt:0005266),20.31024930747922,31.0,1.5263229678123298,0.008358604496835006
48,interfacial epithelial cell(WBbt:0005754),63.07894736842105,83.0,1.315811430955361,0.0047467138157774235
49,lateral nerve cord(WBbt:0006769),16.209141274238227,34.0,2.0975818166282147,9.839765663050997e-06
50,VA neuron(WBbt:0005339),10.15512465373961,17.0,1.6740316421167487,0.014604674349571188
51,PLML(WBbt:0004104),17.3808864265928,33.0,1.8986373416208462,0.00013303795985594415
52,lumbar ganglion right(WBbt:0005601),61.3213296398892,88.0,1.435063468401319,0.00025753208453666883
53,gonadal primordium(WBbt:0008366),10.545706371191136,17.0,1.6120304701864985,0.02150460087313588
54,mechanosensory neuron(WBbt:0008431),66.78947368421052,112.0,1.6769109535066984,1.0784086320049225e-08
55,extracellular component(WBbt:0005732),30.074792243767313,45.0,1.4962696877590496,0.002973045127464384
56,syncytium precursor(WBbt:0008073),18.943213296398895,31.0,1.6364699861080645,0.0027977419589395917
57,retrovesicular ganglion neuron(WBbt:0005403),19.138504155124654,29.0,1.5152699377623389,0.011218445472820016
58,marginal cell(WBbt:0003673),13.2797783933518,20.0,1.506049228201919,0.029203360002347613
59,coelomic system(WBbt:0005749),34.7617728531856,46.0,1.3232926926448323,0.02533012403425678
60,E lineage cell(WBbt:0005208),21.481994459833796,33.0,1.5361702127659573,0.00616716307443008
61,P6.p(WBbt:0006894),14.060941828254848,27.0,1.9202127659574468,0.00038591979561115647
62,ventral cord neuron(WBbt:0005300),126.54847645429363,202.0,1.5962262498905524,1.2953112442697134e-12
63,CANR(WBbt:0004947),14.060941828254848,28.0,1.9913317572892042,0.00015948801237090273
64,excretory canal(WBbt:0005775),16.40443213296399,23.0,1.4020601148260723,0.04915528926314577
65,seam cell(WBbt:0005753),102.91828254847645,146.0,1.418601208499872,4.122614530904508e-06
66,anal sphincter muscle(WBbt:0005798),25.19252077562327,35.0,1.3893012260157238,0.0233151731774383
67,body muscle cell(WBbt:0007810),184.94044321329642,239.0,1.2923079227422167,4.427018577809307e-06
68,neuron(WBbt:0003679),548.5720221606648,653.0,1.1903632952844077,1.4985514534127074e-12
69,P11(WBbt:0004410),11.326869806094184,25.0,2.2071411102959155,4.7348389598912845e-05
70,lumbar right ganglion neuron(WBbt:0005600),58.782548476454295,85.0,1.4460073985061614,0.0002556561446769823
71,motor neuron(WBbt:0005409),85.53739612188366,125.0,1.4613491369539169,4.607416313904361e-06
72,Eprp(WBbt:0006507),9.76454293628809,19.0,1.9458156028368794,0.0017190737733968748
73,posterior lateral left ganglion(WBbt:0005464),33.00415512465374,62.0,1.87855134499979,3.680217054550419e-07
74,interneuron(WBbt:0005113),103.11357340720222,148.0,1.4353105523318288,1.8429218979472328e-06
75,hyp7 precursor cell(WBbt:0008069),10.15512465373961,25.0,2.4618112384069835,4.607416313904361e-06
76,lumbar left ganglion neuron(WBbt:0005097),56.82963988919668,80.0,1.4077161170822061,0.0008420638023167125
77,spermatheca(WBbt:0005319),104.67590027700831,131.0,1.2514819519424156,0.0030649809969293556
78,epithelial system(WBbt:0005730),324.96398891966754,403.0,1.2401374113475179,3.7120122258326576e-08
79,P8.p hermaphrodite(WBbt:0008133),12.498614958448753,23.0,1.84020390070922,0.001602461670412064
80,outer labial neuron(WBbt:0006801),17.57617728531856,29.0,1.649960598896769,0.0030776716395385234
81,anterior gonad arm(WBbt:0005374),39.25346260387812,59.0,1.5030521153099747,0.0007538328590022222
82,PVQL(WBbt:0004076),9.76454293628809,17.0,1.7409929078014184,0.0098648341589238
83,muscular system(WBbt:0005737),361.09279778393346,461.0,1.2766801299533197,6.204135872081606e-12
84,ventral nerve cord(WBbt:0005829),89.05263157894737,155.0,1.7405437352245863,1.2953112442697134e-12
85,PVQR(WBbt:0004074),9.76454293628809,17.0,1.7409929078014184,0.0098648341589238
86,syncytium(WBbt:0008074),88.66204986149584,126.0,1.4211266285500046,1.855230163726306e-05
87,head neuron(WBbt:0006751),423.7811634349031,469.0,1.1067032715625713,0.0015245652033864133
88,head motor neuron(WBbt:0008610),26.5595567867036,37.0,1.3930955360867752,0.019767005826452317
89,nerve ring(WBbt:0006749),123.22853185595568,176.0,1.428240662687842,2.112975739962298e-07
90,digestive tract(WBbt:0005743),599.9335180055401,666.0,1.110123005319149,4.027235004808939e-06
91,pharynx(WBbt:0003681),356.01523545706374,456.0,1.2808440611103977,6.204135872081606e-12
92,excretory secretory system(WBbt:0006850),95.30193905817174,116.0,1.217184048366469,0.012535407953283966
93,vulval muscle(WBbt:0005821),127.52493074792244,170.0,1.3330726705983296,2.7903967325647013e-05
94,egg-laying apparatus(WBbt:0008587),274.1883656509695,349.0,1.2728475884504256,3.7120122258326576e-08
