#dopaminergic-neurons_larva_enriched_W
,Tissue,Expected,Observed,Fold Change,Q value
0,ASHL(WBbt:0003890),8.314998021369213,18.0,2.164762992575671,0.0016135097078036494
1,sensory neuron(WBbt:0005759),65.38979026513653,127.0,1.94219922536916,5.383072063903977e-14
2,lumbar ganglion left(WBbt:0005098),24.622081519588445,42.0,1.7057859209257473,0.0006987539592688963
3,HSNL(WBbt:0004758),8.718638702018204,18.0,2.0645424836601305,0.0024608431520890765
4,muscle cell(WBbt:0003675),111.4048278591215,134.0,1.2028204035237282,0.01020648111692597
5,embryonic cell(WBbt:0007028),76.36881677878908,112.0,1.4665671765534967,1.6395395561321384e-05
6,deirid sensillum(WBbt:0006926),5.4895132568262754,21.0,3.8254757785467133,1.041611918680556e-07
7,AFDR(WBbt:0003991),4.359319351009102,10.0,2.293936092955701,0.008316271364211784
8,serotonergic neuron(WBbt:0006837),18.809655718242976,37.0,1.9670748127577211,0.00010100654817250831
9,pharyngeal segment(WBbt:0005789),22.361693707954096,34.0,1.5204572803850782,0.01109474007360521
10,oxygene sensory neuron(WBbt:0008432),8.557182429758607,15.0,1.7529134295227526,0.02330665755095916
11,HSNR(WBbt:0004757),8.637910565888406,18.0,2.0838372732270476,0.002299170472101186
12,PVDL(WBbt:0004090),5.4895132568262754,13.0,2.3681516724336795,0.002456851002399352
13,ganglion(WBbt:0005189),143.85753858330037,218.0,1.5153880856495234,1.2319580438198762e-13
14,lateral ganglion right neuron(WBbt:0005100),38.91096161456272,68.0,1.747579529737206,6.650427141935954e-06
15,lumbar ganglion right(WBbt:0005601),25.34863474475663,42.0,1.656893967778194,0.0011930269860306105
16,ALML(WBbt:0003954),7.346260387811635,16.0,2.1779788838612366,0.002348889835930044
17,excretory canal(WBbt:0005775),6.781163434903047,12.0,1.7696078431372548,0.035660525336239896
18,Cell(WBbt:0004017),346.40443213296396,368.0,1.0623420657006686,0.0015271540223242511
19,ASJR(WBbt:0003885),6.458250890383854,14.0,2.1677696078431374,0.00415896277812684
20,AWBL(WBbt:0003829),5.973882073605066,12.0,2.0087440381558026,0.013204957227446822
21,PVDR(WBbt:0004088),5.4895132568262754,13.0,2.3681516724336795,0.002456851002399352
22,pharyngeal neuron(WBbt:0005439),21.070043529877324,36.0,1.7085868830290738,0.0015335885487725803
23,male-specific(WBbt:0005757),15.49980213692125,29.0,1.8709916258169934,0.001091025649425898
24,AVAL(WBbt:0003870),4.117134942619707,9.0,2.18598615916955,0.015377208160109736
25,pharyngeal nervous system(WBbt:0005440),21.150771666007124,37.0,1.7493451579104924,0.0009295470859101254
26,dorsal nerve cord(WBbt:0006750),21.150771666007124,38.0,1.796624756772938,0.000509005998829522
27,posterior lateral right ganglion(WBbt:0005463),8.799366838148002,30.0,3.4093362115488395,6.128166536676543e-09
28,ADFL(WBbt:0004003),6.538979026513653,13.0,1.988077947228274,0.011517787117520942
29,AIYR(WBbt:0003961),6.135338345864661,16.0,2.607843137254902,0.0004250229092161809
