#excretory-cell_larva_enriched_
#excretory-cell_larva_enriched_
#excretory-cell_larva_enriched_
,Tissue,Expected,Observed,Fold Change,Q value
0,excretory system(WBbt:0005736),15.492679066086268,80.0,5.1637292464878675,1.2669072649326034e-38
1,excretory canal(WBbt:0005775),2.8919667590027704,27.0,9.336206896551722,2.7593128958749017e-19
2,interfacial epithelial cell(WBbt:0005754),11.120300751879698,24.0,2.158215010141988,0.002668862056014479
3,rectal gland cell(WBbt:0005799),8.916897506925208,20.0,2.242932587760174,0.004757078726141575
4,rectum(WBbt:0005773),18.0403640680649,43.0,2.383543915065368,3.9444096578389446e-07
5,socket cell(WBbt:0005750),2.9608231104075977,9.0,3.039695268644748,0.015180095926054463
6,neuronal sheath cell(WBbt:0005811),2.650969529085873,11.0,4.149425287356322,0.0003781360887092247
7,excretory secretory system(WBbt:0006850),16.800949742778,81.0,4.821156020350481,4.057295199619689e-37
8,extracellular component(WBbt:0005732),5.301939058171746,30.0,5.658307210031348,1.5429581371726367e-14
9,accessory cell(WBbt:0005762),5.233082706766917,15.0,2.866379310344828,0.0018341531290826983
