#all-neurons_larva_enriched_W
#all-neurons_larva_enriched_W
#all-neurons_larva_enriched_W
,Tissue,Expected,Observed,Fold Change,Q value
0,ASHL(WBbt:0003890),7.6424614166996445,34.0,4.448828478964401,1.489639623981476e-14
1,sensory neuron(WBbt:0005759),60.10091017016225,191.0,3.177988477366255,3.904824010398808e-60
2,lumbar ganglion left(WBbt:0005098),22.630589631974672,74.0,3.2699103825136615,2.487807261450187e-21
3,embryonic cell(WBbt:0007028),70.19192718638702,165.0,2.3506976744186048,2.1757913170521573e-31
4,PQR(WBbt:0004096),4.1551246537396125,14.0,3.369333333333333,1.856036271870608e-05
5,deirid sensillum(WBbt:0006926),5.045508508112386,21.0,4.162117647058824,3.933599836624013e-09
6,AFDR(WBbt:0003991),4.006727344677483,15.0,3.743703703703704,2.3061488375058873e-06
7,serotonergic neuron(WBbt:0006837),17.28828650573803,44.0,2.5450758226037196,3.2875837112825656e-09
8,pharyngeal segment(WBbt:0005789),20.55302730510487,39.0,1.8975306859205774,5.38908784923729e-05
9,oxygene sensory neuron(WBbt:0008432),7.865057380292837,29.0,3.687194968553459,1.8463865435153104e-10
10,HSNR(WBbt:0004757),7.939256034823902,13.0,1.6374330218068536,0.048605516815601386
11,PVT(WBbt:0004070),6.529481598733676,19.0,2.9098787878787884,9.882481825841081e-06
12,ASGR(WBbt:0003891),4.45191927186387,20.0,4.492444444444445,1.9682516201200354e-09
13,ganglion(WBbt:0005189),132.22200237435695,287.0,2.170591844369622,1.719952901148701e-63
14,lateral ganglion right neuron(WBbt:0005100),35.76375148397309,126.0,3.523120331950208,1.7482160335290094e-41
15,ALML(WBbt:0003954),6.75207756232687,13.0,1.9253333333333331,0.012980116717756864
16,Cell(WBbt:0004017),318.38642659279776,368.0,1.1558281674823274,2.991559479161368e-19
17,ASJR(WBbt:0003885),5.93589236248516,26.0,4.380133333333333,1.977683587573787e-11
18,AWBL(WBbt:0003829),5.490700435298773,17.0,3.096144144144144,1.0675379997931943e-05
19,PVDR(WBbt:0004088),5.045508508112386,20.0,3.9639215686274514,2.2049413969825187e-08
20,pharyngeal neuron(WBbt:0005439),19.365848832607835,53.0,2.7367765006385696,4.612532586545674e-12
21,male-specific(WBbt:0005757),14.246141669964384,33.0,2.3164166666666666,2.67203690809738e-06
22,AVAL(WBbt:0003870),3.78413138108429,17.0,4.492444444444445,2.401233622706061e-08
23,pharyngeal nervous system(WBbt:0005440),19.4400474871389,53.0,2.726330788804071,5.253370434986379e-12
24,AWCL(WBbt:0003827),8.08765334388603,28.0,3.462067278287462,1.9177908860183366e-09
25,dorsal nerve cord(WBbt:0006750),19.4400474871389,34.0,1.7489669211195926,0.0007880852072494004
26,posterior lateral right ganglion(WBbt:0005463),8.08765334388603,35.0,4.327584097859328,1.5791529426716025e-14
27,dorsal-rectal ganglion neuron(WBbt:0005801),5.193905817174515,21.0,4.043200000000001,7.045977025468544e-09
28,ADFL(WBbt:0004003),6.010091017016225,19.0,3.1613497942386832,2.556128650621172e-06
29,AIYR(WBbt:0003961),5.639097744360902,22.0,3.901333333333333,7.037967078950622e-09
30,ALMR(WBbt:0003953),6.677878907795805,13.0,1.946725925925926,0.011853831346196064
31,DA neuron(WBbt:0005278),5.045508508112386,18.0,3.5675294117647063,6.276966123188697e-07
32,GABAergic neuron(WBbt:0005190),11.72338741590819,39.0,3.3266835443037976,6.056823517225821e-12
