#dopaminergic-neurons_embryo_enriched_
#dopaminergic-neurons_embryo_enriched_
#dopaminergic-neurons_embryo_enriched_
,Tissue,Expected,Observed,Fold Change,Q value
0,ASHL(WBbt:0003890),3.8518005540166205,14.0,3.634663790003596,1.9673748138104455e-05
1,sensory neuron(WBbt:0005759),30.290858725761773,86.0,2.8391403749428443,3.7523741682861524e-21
2,lumbar ganglion left(WBbt:0005098),11.405817174515235,31.0,2.7179113539769277,3.297529623172958e-07
3,HSNL(WBbt:0004758),4.038781163434903,8.0,1.98079561042524,0.039991867696876855
4,embryonic cell(WBbt:0007028),35.37673130193906,67.0,1.893900242737452,6.56671687939122e-08
5,deirid sensillum(WBbt:0006926),2.5429362880886424,22.0,8.651416122004358,1.2915748771607848e-15
6,AFDR(WBbt:0003991),2.0193905817174516,6.0,2.97119341563786,0.009293696954244363
7,serotonergic neuron(WBbt:0006837),8.713296398891968,23.0,2.6396439357812747,1.7981969704447016e-05
8,oxygene sensory neuron(WBbt:0008432),3.96398891966759,11.0,2.7749825296995105,0.0016455456283790964
9,HSNR(WBbt:0004757),4.001385041551247,8.0,1.999307718933887,0.0385494383612554
10,ASGR(WBbt:0003891),2.2437673130193905,7.0,3.1197530864197534,0.004550619209581734
11,ganglion(WBbt:0005189),66.6398891966759,123.0,1.845741364259883,1.1501208325917724e-16
12,lateral ganglion right neuron(WBbt:0005100),18.024930747922436,44.0,2.4410634701091136,2.691111223434975e-08
13,ALML(WBbt:0003954),3.4030470914127426,7.0,2.056980056980057,0.04118125427384111
14,Cell(WBbt:0004017),160.4667590027701,177.0,1.103032186229576,0.0001614193160285274
15,ASJR(WBbt:0003885),2.9916897506925206,12.0,4.011111111111111,2.4633455897499598e-05
16,AWBL(WBbt:0003829),2.7673130193905817,8.0,2.890890890890891,0.004550619209581734
17,PVDR(WBbt:0004088),2.5429362880886424,6.0,2.359477124183007,0.028406714574892578
18,pharyngeal neuron(WBbt:0005439),9.760387811634349,22.0,2.254008798070101,0.00029325070031702366
19,male-specific(WBbt:0005757),7.18005540166205,28.0,3.8996913580246915,5.269622685276268e-10
20,AVAL(WBbt:0003870),1.9072022160664819,6.0,3.1459694989106755,0.007069266958556899
21,pharyngeal nervous system(WBbt:0005440),9.797783933518005,23.0,2.347469607011592,0.00011284591271951277
22,post-embryonic cell(WBbt:0007030),7.81578947368421,22.0,2.814814814814815,9.797147231655903e-06
23,dorsal nerve cord(WBbt:0006750),9.797783933518005,25.0,2.5515973989256433,1.4415794526187675e-05
24,posterior lateral right ganglion(WBbt:0005463),4.076177285318559,24.0,5.887869520897044,1.0213752235221097e-12
25,deirid neuron(WBbt:0006928),2.206371191135734,21.0,9.517890772128059,6.626653375105846e-16
26,dorsal-rectal ganglion neuron(WBbt:0005801),2.6177285318559558,6.0,2.292063492063492,0.032382336408917876
27,ADFL(WBbt:0004003),3.0290858725761773,14.0,4.62185642432556,1.040063028293679e-06
28,accessory cell(WBbt:0005762),5.684210526315789,13.0,2.287037037037037,0.004347138512498419
29,ALMR(WBbt:0003953),3.365650969529086,7.0,2.079835390946502,0.03947862930373329
