#BAG-neuron_embryo_enriched_
#BAG-neuron_embryo_enriched_
#BAG-neuron_embryo_enriched_
,Tissue,Expected,Observed,Fold Change,Q value
0,ASHL(WBbt:0003890),4.177878907795805,24.0,5.744541794932513,1.0899802910755818e-12
1,sensory neuron(WBbt:0005759),32.85516422635536,103.0,3.134971394158386,6.685127191978777e-30
2,lumbar ganglion left(WBbt:0005098),12.37138899881282,41.0,3.314098360655738,3.996937389166498e-12
3,embryonic cell(WBbt:0007028),38.37158686189157,78.0,2.032754086526066,5.2090035076828844e-11
4,deirid sensillum(WBbt:0006926),2.7582113177681045,17.0,6.163414634146341,4.0144364645865186e-10
5,AFDR(WBbt:0003991),2.190344281757024,15.0,6.848238482384824,7.137073597644776e-10
6,serotonergic neuron(WBbt:0006837),9.450929956470123,26.0,2.7510520255417146,1.7149793985601775e-06
7,oxygene sensory neuron(WBbt:0008432),4.2995647012267515,31.0,7.210032213529682,8.496710100247276e-19
8,ganglion(WBbt:0005189),72.2813612979818,128.0,1.7708576277681967,3.078798762933739e-15
9,lateral ganglion right neuron(WBbt:0005100),19.55085081123862,50.0,2.557433458152009,2.247012650073454e-10
10,Cell(WBbt:0004017),174.0512465373961,194.0,1.114614252178411,7.466372575499788e-06
11,ASJR(WBbt:0003885),3.2449544914918875,19.0,5.855243902439025,1.2776307250929616e-10
12,AWBL(WBbt:0003829),3.001582904629996,16.0,5.330520764667106,1.320255012572648e-08
13,male-specific(WBbt:0005757),7.78789077958053,25.0,3.2101117886178865,1.340368719374507e-07
14,post-embryonic cell(WBbt:0007030),8.477443609022556,15.0,1.7694013303769403,0.030308700134653727
15,AWCL(WBbt:0003827),4.421250494657697,16.0,3.618885656746476,4.345281347847729e-06
16,posterior lateral right ganglion(WBbt:0005463),4.421250494657697,18.0,4.071246363839785,1.7764753492352077e-07
17,deirid neuron(WBbt:0006928),2.393153937475267,17.0,7.103596527490699,3.5083223658328133e-11
18,ADFL(WBbt:0004003),3.2855164226355362,15.0,4.565492321589883,3.2855472868249533e-07
19,inner labial neuron(WBbt:0005117),4.989117530668778,33.0,6.614396192742415,1.0193171804434709e-18
20,lateral ganglion left neuron(WBbt:0005102),19.59141274238227,50.0,2.5521385648639097,2.3309007998369406e-10
21,ventral ganglion (post)(WBbt:0005264),5.273051048674317,10.0,1.8964352720450284,0.04643707562852905
22,amphid left sensillum(WBbt:0005395),17.725563909774436,47.0,2.6515376458112407,2.4266523242460286e-10
23,amphid neuron(WBbt:0005394),25.39176889592402,89.0,3.5050728590352995,5.819584288349224e-29
24,anterior ganglion(WBbt:0005375),10.748911753066878,41.0,3.8143396226415094,5.723532470557523e-14
25,ventral ganglion (ant)(WBbt:0005266),4.218440838939453,11.0,2.6075984990619143,0.002822753980105434
26,AWCR(WBbt:0003826),4.421250494657697,16.0,3.618885656746476,4.345281347847729e-06
